,time,mag,magerr,filters,username,instrument
0,81.80202540010214,19.573006,0.15692863,r,N/A,ZTF
1,70.80452540004626,19.19619,0.09328415,r,N/A,ZTF
2,57.969282400328666,18.783772,0.10781682000000001,r,N/A,ZTF
3,55.83218750031665,18.660595,0.07200434,r,N/A,ZTF
4,53.78918980015442,19.765642,0.16331442000000002,g,N/A,ZTF
5,51.85136570036411,18.495203,0.05369064,r,N/A,ZTF
6,48.89769670041278,18.300987,0.054508403000000004,r,N/A,ZTF
7,48.87561340024695,19.504475,0.11104739999999999,g,N/A,ZTF
8,46.892615700140595,18.151497,0.047427464,r,N/A,ZTF
9,44.8124421001412,18.131369,0.051274520000000004,r,N/A,ZTF
10,41.942789300344884,17.973545,0.047982395000000004,r,N/A,ZTF
11,41.88515039999038,18.940287,0.105863355,g,N/A,ZTF
12,39.885509200394154,18.012001,0.072411366,r,N/A,ZTF
13,39.822511500213295,18.79722,0.08184729,g,N/A,ZTF
14,37.929178200196475,18.036604,0.068260156,r,N/A,ZTF
15,37.833229100331664,18.56321,0.08123948,g,N/A,ZTF
16,35.92663190001622,17.906916,0.056990992000000004,r,N/A,ZTF
17,35.86592590017244,18.475903,0.1004085,g,N/A,ZTF
18,31.89355320017785,18.09491,0.06887022400000001,g,N/A,ZTF
19,31.811875000130385,17.9225,0.062068522,r,N/A,ZTF
20,29.92486110003665,17.898829,0.05871814,r,N/A,ZTF
21,27.935613400302827,17.69391,0.045095798,r,N/A,ZTF
22,27.89981480035931,17.646013,0.047085880000000004,g,N/A,ZTF
23,25.947719900403172,17.565638,0.04514166,r,N/A,ZTF
24,25.885115700308233,17.509096,0.07578496,g,N/A,ZTF
25,23.946180500090122,17.374767,0.04221373,g,N/A,ZTF
26,23.89430550020188,17.403688,0.041522436,r,N/A,ZTF
27,21.936400400009006,17.264952,0.037761357,g,N/A,ZTF
28,21.895243000239134,17.31297,0.038776245,r,N/A,ZTF
29,19.971805500332266,17.184237,0.043540920000000004,g,N/A,ZTF
30,19.87692130031064,17.259802,0.047170065000000004,r,N/A,ZTF
31,16.966863400302827,17.071386,0.03211683,g,N/A,ZTF
32,16.928888900205493,17.211967,0.036455017,r,N/A,ZTF
33,14.964988400228322,17.073278,0.035246428,g,N/A,ZTF
34,14.917719900142401,17.211565,0.039295383,r,N/A,ZTF
35,12.970659700222313,17.263865,0.040011052000000005,r,N/A,ZTF
36,12.895868000108749,17.081924,0.039403137000000005,g,N/A,ZTF
37,10.948055500164628,17.344606,0.03586791,r,N/A,ZTF
38,10.923923599999398,17.139889,0.044809453000000006,g,N/A,ZTF
39,8.957442100159824,17.47499,0.047741067000000005,r,N/A,ZTF
40,8.877395800314844,17.271961,0.040140994,g,N/A,ZTF
41,6.980196699965745,17.665823,0.058587257000000004,r,N/A,ZTF
42,6.913124999962747,17.476751,0.05325847,g,N/A,ZTF
43,4.040080999955535,18.038431,0.080424644,g,N/A,ZTF
44,3.9299305002205074,18.157387,0.07432219999999999,r,N/A,ZTF
45,0.0,19.698927,0.14127779999999998,r,N/A,ZTF
46,11.561377281788737,17.605167089967946,0.15960756612088997,R,eggenstein,ZTF21abbzjeq
47,8.564409689046443,17.09977272334368,0.2357729153846359,I,Broens,ZTF21abbzjeq
48,8.547604133374989,17.429118724886596,0.04823572623789926,B,Broens,ZTF21abbzjeq
49,11.559861077927053,17.164812235309636,0.11912061953981287,R,eggenstein,ZTF21abbzjeq
50,11.55493052257225,19.909968205669287,1.4473963767235323,R,eggenstein,ZTF21abbzjeq
51,11.556446725968271,17.16563010779532,0.10921594695941808,R,eggenstein,ZTF21abbzjeq
52,11.552268485538661,17.434109385065028,0.14817004091822786,R,eggenstein,ZTF21abbzjeq
53,11.554548577871174,17.506779418078956,0.16963214474479096,R,eggenstein,ZTF21abbzjeq
54,11.559097188990563,17.17402175056074,0.11258456159734836,R,eggenstein,ZTF21abbzjeq
55,8.521273115184158,17.430795861874422,0.07962703782359916,V,Broens,ZTF21abbzjeq
56,8.53179394826293,17.313573836252964,0.07848705175667968,R,Broens,ZTF21abbzjeq
57,8.529699041042477,17.606576204364238,0.10174595407661798,R,Broens,ZTF21abbzjeq
58,11.560995337087661,17.019295434695568,0.09954597307683162,R,eggenstein,ZTF21abbzjeq
59,90.88320598518476,18.66648107493941,0.6704495848702074,V,Noysena,ZTF21abbzjeq
60,11.553414318710566,17.418928591785594,0.13446861569115492,R,eggenstein,ZTF21abbzjeq
61,11.555682837031782,17.58282964724133,0.1648132849847482,R,eggenstein,ZTF21abbzjeq
62,11.562141170725226,17.166269594585625,0.05846450541964519,R,eggenstein,ZTF21abbzjeq
63,8.535983763169497,17.520817762395332,0.08856878903997494,R,Broens,ZTF21abbzjeq
64,11.553032374475151,16.788273246191196,0.08399746202124375,R,eggenstein,ZTF21abbzjeq
65,8.566504596266896,17.819976032268613,0.41807125467152495,I,Broens,ZTF21abbzjeq
66,8.562326355837286,17.226351602788277,0.2511383972022925,I,Broens,ZTF21abbzjeq
67,11.556828670669347,17.25975539869114,0.11930319434619867,R,eggenstein,ZTF21abbzjeq
68,8.56231478182599,17.384270298537935,0.1349111892482244,I,Broens,ZTF21abbzjeq
69,8.547615707386285,17.369830226508473,0.10598448955140137,B,Broens,ZTF21abbzjeq
70,11.56175922602415,16.88607725639653,0.09240820422863452,R,eggenstein,ZTF21abbzjeq
71,11.557210614904761,16.918298218150767,0.08864808116596849,R,eggenstein,ZTF21abbzjeq
72,90.89045135583729,19.082787357540795,0.8208389209945088,R,Noysena,ZTF21abbzjeq
