,time,mag,magerr,filters,username,instrument
0,20.031111100222915,16.234324,0.028584031000000003,g,N/A,ZTF
1,19.968715300317854,15.489612,0.034889057,r,N/A,ZTF
2,17.977094900328666,15.895594,0.027718792000000003,g,N/A,ZTF
3,16.038240700028837,15.693252,0.025382522,g,N/A,ZTF
4,15.96923610009253,15.258791,0.030797867000000003,r,N/A,ZTF
5,13.994861100334674,15.579419,0.028140457,g,N/A,ZTF
6,10.073136600200087,15.621036,0.027653897,g,N/A,ZTF
7,9.96884260000661,15.345276,0.019424947,r,N/A,ZTF
8,5.998634200077504,16.082266,0.037746590000000003,g,N/A,ZTF
9,4.031516199931502,16.442667,0.06634234,g,N/A,ZTF
10,2.03134260000661,16.93361,0.03405953,r,N/A,ZTF
11,1.9748842003755271,17.058496,0.030727286000000003,g,N/A,ZTF
12,0.03552079992368817,17.84114,0.03887037,r,N/A,ZTF
13,0.0,18.13069,0.06104285,g,N/A,ZTF
14,2.7190277632325888,17.250076365168166,0.11496062907345801,R,Boutigny,ZTF21abfmbix
15,50.75177081860602,16.948591831717557,0.0,R,Masek,ZTF21abfmbix
16,0.6939583187922835,17.766419347066886,0.017528422708200247,B,Marchais,ZTF21abfmbix
17,2.0164930410683155,17.008454957055715,0.07487070895931729,V,eggenstein,ZTF21abfmbix
18,1.6861573928035796,17.21671010872761,0.01110938605486516,B,Marchais,ZTF21abfmbix
19,2.694374985527247,17.651109003588157,0.8580596760407009,R,eggenstein,ZTF21abfmbix
20,2.702337948139757,16.74872953146565,0.38474478824321123,R,eggenstein,ZTF21abfmbix
21,2.693252300377935,16.7671931678803,0.00765607876700146,V,Marchais,ZTF21abfmbix
22,2.0208564666099846,17.112793042346382,0.10186924487955457,V,eggenstein,ZTF21abfmbix
23,23.72240739269182,16.071258126456485,0.008098999296555498,V,Marchais,ZTF21abfmbix
24,0.6939583187922835,17.566333934055372,0.014159740841173196,V,Marchais,ZTF21abfmbix
25,2.7008217447437346,17.059721586923356,0.4284165255835748,R,eggenstein,ZTF21abfmbix
26,50.75018517067656,16.585813435736092,0.13977502718200965,V,Masek,ZTF21abfmbix
27,2.017708318773657,17.16866652218599,0.08960455563730686,V,eggenstein,ZTF21abfmbix
28,2.6951272999867797,16.20421434581864,0.2775489290786472,R,eggenstein,ZTF21abfmbix
29,2.0263657262548804,16.940030634189583,0.19440708375849688,I,eggenstein,ZTF21abfmbix
30,2.7019560039043427,16.048696910318228,0.1964287684460357,R,eggenstein,ZTF21abfmbix
31,2.704236096236855,16.072853626237826,0.2401221228641247,R,eggenstein,ZTF21abfmbix
32,2.698171281721443,16.558393165114502,0.29184903267989093,R,eggenstein,ZTF21abfmbix
33,2.0187731334008276,17.07787663389133,0.08439104311270826,V,eggenstein,ZTF21abfmbix
34,2.6947569297626615,17.45280074102623,0.41964218218389915,R,eggenstein,ZTF21abfmbix
35,1.6708911890164018,16.921000695588894,0.11042274244960487,R,Granier,ZTF21abfmbix
36,2.6958911889232695,16.981199679129983,0.38872727603123675,R,eggenstein,ZTF21abfmbix
37,2.6996874851174653,16.046723878512548,0.19191484018212193,R,eggenstein,ZTF21abfmbix
38,0.6782870222814381,17.62701257205955,0.03533687193265045,R,Serrau,ZTF21abfmbix
39,0.6547453557141125,17.90428369864239,0.05271658759361067,R,Serrau,ZTF21abfmbix
40,25.58571757795289,15.538739843520016,0.09586933085085686,V,Galdies,ZTF21abfmbix
41,2.6989235966466367,17.245389791887636,0.6519038821291891,R,eggenstein,ZTF21abfmbix
42,0.6939583187922835,17.442896341893167,0.018726408786460955,R,Marchais,ZTF21abfmbix
43,2.024247670546174,17.56503465583899,0.33587622848151666,I,eggenstein,ZTF21abfmbix
44,2.0253009111620486,17.097098057381423,0.2401715578877367,I,eggenstein,ZTF21abfmbix
45,2.6928587816655636,17.70922706471205,0.4022369944708745,R,eggenstein,ZTF21abfmbix
46,1.6861573928035796,16.97400257798839,0.011576083065147917,R,Marchais,ZTF21abfmbix
47,2.022997670341283,16.988365818924898,0.07494898804107539,V,eggenstein,ZTF21abfmbix
48,1.9914351706393063,16.947596746390285,0.052232162388059125,R,Freeberg,ZTF21abfmbix
49,2.7027198928408325,16.678624059848268,0.28212779885784384,R,eggenstein,ZTF21abfmbix
50,16.660659707617015,15.403928621144493,0.00888639640013027,R,dominique,ZTF21abfmbix
51,1.6861573928035796,17.099860780997417,0.00904407468553583,V,Marchais,ZTF21abfmbix
52,2.0197222074493766,17.15045811505931,0.10265289713115675,V,eggenstein,ZTF21abfmbix
53,2.693252300377935,16.88737921364915,0.008794457818403843,B,Marchais,ZTF21abfmbix
54,2.6966550778597593,16.957588637997127,0.49611862159028164,R,eggenstein,ZTF21abfmbix
55,2.6936110965907574,16.43646368887292,0.3161119093173866,R,eggenstein,ZTF21abfmbix
56,1.8667939668521285,16.912371241130646,0.06802779949978457,V,richmond,ZTF21abfmbix
57,2.700439800042659,16.763836463096133,0.4358345162864295,R,eggenstein,ZTF21abfmbix
58,1.9914351706393063,17.013224883830052,0.04197841536753128,V,Freeberg,ZTF21abfmbix
59,1.6852777632884681,17.226721154332648,0.045323674690353664,V,Cailleau,ZTF21abfmbix
60,2.0253009111620486,17.027324217073826,0.1312273976248174,I,eggenstein,ZTF21abfmbix
61,23.72240739269182,16.71611159493137,0.016103960064496325,B,Marchais,ZTF21abfmbix
62,2.696273133624345,17.26778807939793,0.5813837853829612,R,eggenstein,ZTF21abfmbix
63,4.647280077915639,16.094881150718297,0.020943873576977304,R,dominique,ZTF21abfmbix
